video_id,date,count
32,2017-12-14,19
99,2017-11-17,71
81,2017-09-26,85
94,2017-11-05,72
61,2017-11-26,59
16,2017-12-24,82
76,2017-10-19,59
53,2017-11-05,104
97,2017-11-08,63
37,2017-12-27,37
13,2017-11-19,109
77,2017-10-24,57
84,2017-10-06,169
64,2017-10-02,67
95,2017-10-25,119
1,2017-10-04,159
28,2018-01-09,35
34,2017-10-11,166
99,2018-01-26,60
28,2017-12-19,28
15,2018-01-20,102
56,2017-12-29,43
3,2017-11-30,27
29,2018-01-21,46
50,2017-11-08,116
93,2017-11-26,78
15,2017-12-21,93
77,2017-10-06,82
1,2017-12-10,93
90,2017-12-11,68
77,2017-10-21,47
75,2017-11-21,75
17,2017-10-06,85
71,2017-10-19,45
56,2017-10-27,60
83,2017-11-03,92
92,2018-02-02,46
11,2017-11-09,48
17,2018-01-06,67
24,2017-10-20,131
12,2017-11-09,72
34,2017-10-28,126
17,2017-09-30,127
91,2018-01-12,79
94,2017-12-22,60
76,2017-11-12,36
61,2018-01-26,60
24,2018-01-16,61
14,2017-11-12,85
66,2017-10-09,82
81,2017-12-30,37
22,2017-12-06,60
11,2017-12-09,75
70,2017-10-18,78
40,2018-01-09,41
59,2017-12-31,64
2,2018-01-13,36
25,2017-11-28,34
62,2017-11-20,106
21,2017-11-09,89
2,2017-12-10,63
4,2017-12-14,79
95,2017-11-23,127
43,2017-09-18,87
82,2018-01-15,122
99,2018-01-03,87
62,2017-11-19,136
44,2017-11-03,104
32,2017-11-26,33
67,2017-12-28,17
78,2017-11-18,44
78,2017-10-23,88
52,2018-01-27,80
35,2018-01-20,44
6,2018-01-24,12
39,2017-12-14,75
6,2017-12-29,26
47,2018-02-12,12
78,2017-12-31,43
41,2017-10-29,84
52,2017-12-29,127
55,2017-12-09,44
58,2017-11-01,74
9,2017-09-18,154
47,2017-12-06,40
80,2017-10-18,105
47,2017-10-31,36
57,2017-10-10,156
39,2017-12-08,42
22,2017-10-21,125
13,2017-12-24,88
31,2017-12-30,56
43,2017-12-16,82
28,2017-11-29,31
76,2017-10-21,36
84,2017-12-01,157
74,2017-11-26,169
82,2017-10-10,98
86,2018-01-14,75
83,2017-10-26,88
89,2017-12-26,108
92,2018-02-18,25
89,2017-10-28,105
31,2017-12-09,43
78,2017-09-22,68
80,2017-12-03,61
75,2018-01-09,54
87,2017-12-25,62
74,2017-11-06,163
4,2018-01-09,133
17,2017-12-26,63
41,2017-12-24,51
79,2017-12-29,24
68,2017-12-10,30
68,2017-11-21,46
100,2018-01-20,63
69,2017-09-19,110
9,2017-12-12,64
11,2017-11-19,52
82,2017-10-26,153
99,2017-11-13,60
52,2017-11-19,155
76,2017-12-13,32
36,2017-12-12,117
22,2018-01-21,84
11,2017-12-06,52
68,2017-12-21,32
55,2017-10-28,64
15,2018-02-21,61
65,2017-09-29,58
5,2017-12-12,104
17,2017-12-07,82
84,2018-01-15,89
82,2017-10-24,121
19,2017-12-17,42
73,2017-09-30,65
49,2017-10-23,73
17,2017-11-12,102
69,2018-01-02,103
98,2018-02-09,23
54,2017-12-14,106
81,2017-12-31,48
60,2017-11-11,52
35,2017-12-19,66
59,2017-11-22,73
31,2017-11-04,78
61,2017-11-06,77
75,2017-10-17,99
76,2017-11-07,39
26,2017-10-26,113
61,2017-12-11,53
89,2018-01-08,116
5,2017-11-30,81
70,2017-09-23,123
3,2017-11-16,39
52,2018-01-17,110
18,2017-09-28,122
70,2017-12-28,51
46,2017-11-17,83
63,2018-01-30,58
90,2017-10-17,64
7,2018-01-14,86
58,2017-12-14,44
44,2017-10-25,138
76,2018-01-01,25
81,2017-12-13,72
2,2017-11-29,51
37,2017-10-04,65
84,2017-11-26,106
23,2018-02-09,54
88,2017-10-21,86
44,2017-12-13,135
43,2017-09-13,114
44,2018-01-07,129
35,2018-02-07,58
56,2017-11-05,79
91,2017-12-20,121
31,2017-10-22,78
82,2018-01-17,107
51,2017-11-09,135
48,2018-01-21,53
53,2017-11-30,90
13,2017-10-11,110
30,2017-10-24,62
99,2018-01-24,59
43,2018-01-05,57
19,2018-02-01,50
4,2018-01-25,105
81,2017-10-19,63
12,2017-12-07,62
96,2017-12-21,48
38,2017-12-12,37
26,2017-11-11,78
96,2017-10-06,93
49,2017-12-26,80
69,2017-10-25,126
53,2017-10-25,105
83,2017-09-16,115
9,2018-01-14,72
50,2017-12-16,85
69,2017-10-31,142
84,2018-02-03,67
31,2017-12-31,55
86,2017-11-22,76
99,2017-12-08,67
99,2017-12-09,97
81,2017-11-26,48
19,2017-12-09,61
91,2018-01-16,63
87,2017-12-07,90
51,2017-11-04,153
77,2017-11-27,58
21,2017-10-06,80
49,2017-11-08,93
62,2017-11-26,116
13,2017-09-04,129
80,2017-12-30,43
13,2017-12-25,57
20,2017-12-31,93
28,2018-01-15,23
50,2017-11-19,118
76,2018-01-16,22
63,2017-11-18,49
3,2017-12-24,16
36,2017-11-06,76
54,2017-11-28,76
14,2017-11-29,74
91,2017-12-05,96
63,2017-11-13,81
13,2017-12-02,79
42,2017-12-30,31
50,2017-10-20,85
18,2017-10-20,115
34,2017-12-13,124
98,2017-12-11,55
63,2017-12-14,74
68,2018-01-14,20
69,2017-11-22,98
69,2017-10-03,91
95,2018-01-04,103
52,2018-01-20,136
97,2017-09-12,112
75,2018-01-05,54
68,2018-01-16,21
4,2018-01-23,76
12,2017-10-03,65
63,2017-12-11,52
64,2017-10-22,54
55,2017-11-25,65
81,2017-10-16,83
9,2017-12-09,95
26,2018-01-18,52
57,2017-11-11,107
67,2017-11-28,32
15,2018-01-19,78
48,2017-11-02,104
46,2017-09-29,76
75,2017-12-13,76
32,2018-01-03,14
44,2017-12-22,77
91,2018-01-23,95
64,2017-12-26,19
40,2017-11-10,77
50,2017-12-07,89
20,2017-11-03,122
73,2017-11-14,48
37,2017-11-08,60
40,2018-01-01,31
17,2017-11-11,94
58,2018-01-08,55
5,2017-09-19,105
71,2017-12-04,34
26,2017-12-24,99
43,2018-01-10,45
8,2017-10-14,75
18,2018-01-01,64
96,2017-11-15,61
28,2018-01-20,33
44,2017-12-21,91
34,2018-01-11,85
78,2017-11-12,76
55,2017-10-29,64
75,2017-11-09,62
58,2017-12-30,51
19,2017-12-03,66
47,2018-01-03,29
8,2018-01-03,73
56,2017-12-25,42
63,2018-01-07,61
63,2018-01-15,45
51,2018-01-02,105
99,2018-01-16,55
88,2017-12-15,90
67,2017-12-10,28
33,2017-12-18,104
18,2017-12-15,98
99,2017-12-04,107
60,2017-11-23,70
66,2017-12-07,77
2,2017-11-11,43
86,2018-01-07,61
17,2017-10-05,120
49,2017-12-31,78
54,2017-12-13,76
45,2017-12-13,97
28,2017-10-30,43
90,2017-11-05,93
16,2017-11-22,81
87,2018-02-04,49
54,2017-10-25,115
61,2017-12-08,86
62,2017-12-11,89
14,2017-10-22,102
79,2017-11-15,34
23,2017-11-16,97
7,2017-12-26,89
26,2017-12-21,59
44,2017-10-04,172
90,2017-12-20,78
7,2018-02-03,77
67,2017-11-13,31
50,2017-12-18,76
82,2017-12-17,91
97,2017-10-05,106
44,2017-09-26,175
87,2018-01-21,78
35,2017-12-08,73
2,2017-12-09,60
48,2017-11-28,82
36,2017-11-07,101
70,2017-10-29,79
45,2017-11-21,82
100,2017-11-08,78
17,2017-09-18,113
33,2017-11-19,72
25,2018-01-30,19
23,2017-11-25,73
29,2017-10-31,82
1,2017-09-16,129
93,2017-11-22,118
38,2017-11-03,51
52,2018-02-08,85
48,2017-12-19,69
15,2018-01-07,68
8,2017-12-11,109
24,2017-10-17,127
76,2017-11-23,30
5,2017-11-02,80
22,2017-10-27,77
61,2017-11-05,86
77,2017-10-27,43
91,2017-12-08,98
79,2017-09-27,51
88,2017-12-09,98
73,2017-12-03,48
67,2017-10-14,53
10,2017-12-14,84
94,2017-11-28,84
91,2017-10-28,131
69,2017-09-20,102
22,2018-01-13,71
72,2018-01-12,25
39,2017-10-30,54
78,2018-01-11,43
63,2017-11-22,77
19,2018-02-05,30
43,2017-10-04,101
65,2017-10-04,47
80,2017-12-25,64
46,2017-10-23,70
32,2017-12-22,19
50,2017-12-19,64
4,2018-01-14,97
78,2017-10-31,50
24,2017-12-24,106
48,2018-01-19,61
40,2018-01-13,45
99,2017-12-25,59
58,2018-01-26,31
67,2017-12-04,28
19,2017-10-16,91
97,2017-09-24,92
15,2018-01-06,112
53,2017-11-10,72
5,2017-11-01,124
80,2017-12-06,55
19,2018-01-26,40
61,2017-12-03,60
85,2018-02-07,77
43,2017-10-16,95
6,2017-12-08,32
44,2017-10-13,145
85,2018-01-25,51
12,2017-12-11,73
27,2017-12-13,30
63,2017-12-23,51
71,2017-10-05,49
38,2017-12-28,53
96,2017-10-16,82
87,2017-11-15,68
28,2017-11-15,43
67,2017-12-25,18
30,2017-11-23,43
24,2017-12-05,122
98,2017-12-08,47
32,2017-12-19,24
35,2018-01-11,44
49,2018-01-07,45
72,2018-01-13,29
87,2017-12-23,59
48,2017-10-31,89
4,2018-01-30,106
66,2018-01-11,40
76,2018-01-31,14
51,2018-01-03,86
77,2017-11-16,63
45,2017-11-20,73
7,2017-12-14,82
81,2017-11-28,69
61,2018-02-23,36
7,2017-10-19,106
18,2017-12-20,83
77,2017-12-11,45
40,2017-12-16,63
23,2018-02-02,47
28,2017-10-28,46
33,2018-01-24,81
4,2017-11-21,104
25,2017-11-01,36
19,2017-12-06,54
47,2018-02-02,12
69,2017-09-24,95
63,2017-10-22,83
13,2017-10-13,105
68,2017-10-23,72
69,2017-12-05,98
68,2018-01-04,38
3,2017-11-26,24
27,2017-10-31,43
69,2017-10-11,143
64,2017-12-27,21
30,2017-10-27,38
90,2017-11-18,106
97,2017-11-23,48
15,2018-01-29,68
78,2018-01-12,34
39,2017-11-12,48
31,2017-11-30,71
53,2017-11-17,74
24,2017-12-21,93
71,2017-09-20,52
14,2017-10-16,101
24,2017-12-20,114
3,2018-01-02,21
37,2017-11-06,41
26,2017-12-01,100
47,2017-11-29,53
22,2018-02-11,40
37,2017-10-28,77
18,2017-11-12,110
34,2017-11-15,81
41,2018-01-31,45
73,2017-11-15,71
46,2017-10-19,107
25,2017-11-26,47
96,2017-11-21,89
68,2018-01-06,29
46,2017-11-19,77
53,2018-01-06,78
10,2018-02-08,41
7,2017-10-20,93
82,2017-10-08,176
43,2017-09-24,110
78,2017-09-26,59
32,2017-10-03,60
20,2018-01-04,66
99,2018-02-06,69
20,2017-12-16,57
95,2017-12-05,72
39,2017-11-27,70
46,2017-11-24,92
28,2017-10-26,71
11,2017-12-07,78
88,2017-11-07,70
54,2018-01-01,112
33,2018-01-03,79
66,2017-10-16,103
45,2017-10-09,128
48,2017-10-01,83
25,2017-11-29,28
57,2017-10-18,155
95,2017-11-11,97
76,2017-11-24,46
20,2018-01-23,47
99,2017-10-21,91
83,2017-10-22,74
9,2017-11-19,97
49,2018-01-27,42
88,2018-01-01,78
24,2017-11-25,100
52,2017-10-28,150
38,2017-10-31,75
17,2017-12-14,60
19,2017-12-11,49
1,2017-10-29,79
75,2017-11-05,70
41,2018-02-15,47
20,2018-01-31,55
50,2017-10-11,101
7,2017-12-23,126
8,2017-11-06,79
54,2017-11-26,126
51,2018-01-11,65
59,2017-12-11,78
98,2017-11-10,55
61,2018-02-22,52
86,2018-01-29,74
17,2017-12-16,98
3,2017-12-27,27
97,2017-11-02,86
49,2017-12-20,79
97,2017-12-13,64
41,2018-01-05,70
6,2017-10-24,55
1,2017-09-29,144
96,2017-12-31,51
59,2017-10-12,87
15,2018-02-11,70
42,2017-09-25,69
43,2017-12-04,58
62,2017-11-29,133
48,2017-11-01,97
76,2017-12-25,18
86,2018-01-24,87
88,2017-12-13,89
55,2017-10-31,55
78,2017-09-28,56
52,2018-01-11,138
54,2018-01-05,112
36,2017-11-04,132
93,2017-11-13,123
68,2017-10-27,57
32,2017-10-15,39
80,2018-01-03,54
21,2018-01-16,87
79,2017-11-23,30
18,2018-01-07,107
35,2017-10-19,91
67,2017-11-07,38
77,2017-10-22,56
70,2017-12-27,70
23,2017-12-14,57
95,2017-12-02,76
53,2017-09-18,96
83,2017-12-27,61
65,2017-10-26,36
1,2018-01-03,76
18,2018-01-09,87
92,2017-12-10,51
47,2017-11-06,41
90,2017-10-13,128
27,2017-11-09,54
52,2018-01-18,85
15,2017-11-09,82
10,2017-11-22,100
44,2017-09-24,165
93,2017-10-15,123
90,2017-10-14,79
44,2017-09-19,103
89,2017-11-27,94
31,2017-10-15,92
55,2017-11-16,71
86,2017-12-23,101
68,2018-01-19,18
23,2018-01-10,76
27,2018-01-27,11
15,2017-11-08,129
82,2017-12-26,142
91,2017-10-12,127
75,2018-01-14,68
4,2017-12-20,115
50,2017-09-23,101
8,2017-11-09,127
45,2017-10-11,100
90,2017-12-01,88
60,2018-01-27,41
80,2017-11-10,67
71,2017-12-03,52
5,2018-01-11,103
95,2017-12-17,78
52,2017-12-03,110
9,2017-10-15,143
6,2017-10-27,41
12,2017-11-29,48
26,2018-02-20,71
89,2017-12-01,129
70,2017-12-25,80
53,2017-11-19,99
23,2018-01-08,49
38,2017-11-20,38
74,2018-01-26,115
65,2017-11-30,33
49,2017-12-07,88
72,2017-10-17,54
27,2018-01-29,11
21,2017-10-26,116
82,2017-10-03,142
38,2017-10-09,79
83,2017-11-05,93
35,2017-10-23,124
43,2018-01-02,57
96,2017-11-06,101
71,2017-11-08,51
82,2017-12-16,132
72,2018-01-17,31
93,2017-12-19,89
74,2017-12-06,167
52,2018-02-18,111
18,2017-11-24,113
2,2017-11-17,65
33,2018-01-29,56
14,2018-01-11,57
4,2018-01-26,131
34,2017-11-06,96
56,2018-01-05,36
60,2018-02-06,22
57,2017-11-13,148
57,2017-12-21,114
17,2017-12-02,117
78,2018-01-13,44
66,2017-09-22,125
17,2017-09-20,135
60,2017-12-28,49
71,2017-09-17,55
23,2018-02-23,48
52,2018-02-05,92
62,2017-11-24,114
75,2017-10-05,89
11,2017-12-04,42
33,2018-01-21,87
98,2017-11-03,68
87,2018-02-03,60
37,2017-12-30,29
69,2017-11-05,125
13,2017-10-09,90
87,2018-01-09,62
5,2018-01-08,77
23,2017-11-11,67
63,2017-11-23,83
65,2018-01-02,19
25,2017-12-06,38
19,2018-01-10,66
53,2017-12-26,85
19,2018-01-16,47
5,2017-11-29,117
48,2017-10-12,103
45,2017-10-20,107
12,2017-11-10,83
34,2017-10-13,89
8,2018-01-11,85
84,2017-10-15,125
99,2018-01-17,66
39,2017-11-19,54
59,2018-01-13,104
55,2017-11-08,68
63,2018-01-13,46
28,2017-11-30,39
68,2017-11-24,47
10,2017-11-11,87
65,2018-01-06,16
25,2018-01-03,26
63,2017-11-19,71
98,2017-10-30,80
48,2018-01-07,62
38,2017-11-22,53
28,2017-11-12,39
90,2017-11-21,103
92,2018-02-12,32
82,2017-10-04,124
46,2017-11-18,64
100,2017-11-25,107
24,2018-01-08,93
82,2017-11-24,106
79,2017-12-12,40
15,2017-11-16,102
14,2017-12-23,75
70,2017-11-06,126
67,2018-01-13,22
36,2017-11-26,125
63,2017-10-14,60
76,2017-12-04,30
51,2017-10-16,168
56,2017-10-23,56
92,2018-01-29,47
14,2017-10-08,105
28,2018-01-13,33
41,2017-11-28,74
83,2017-12-31,45
56,2017-11-01,61
9,2017-10-06,124
19,2017-12-14,59
97,2017-10-19,98
65,2017-11-09,50
9,2017-11-30,76
27,2017-11-06,36
28,2018-01-02,40
13,2017-09-25,119
50,2017-11-11,88
64,2017-12-19,22
45,2017-12-28,62
45,2018-01-03,89
7,2017-11-18,96
27,2018-01-17,13
22,2017-11-07,102
58,2017-12-28,38
72,2017-12-26,37
30,2018-01-31,15
59,2018-01-22,81
37,2017-10-09,46
90,2017-11-20,87
15,2018-01-31,76
37,2017-09-30,80
76,2017-12-03,37
53,2017-10-17,97
95,2017-10-30,123
20,2017-11-29,86
25,2017-12-13,29
30,2017-12-28,41
66,2017-11-24,91
43,2017-10-10,110
89,2017-11-02,80
23,2017-12-06,94
48,2018-01-15,62
11,2017-12-10,57
95,2017-11-16,99
32,2017-12-27,15
20,2017-10-27,119
76,2017-10-27,36
42,2017-12-11,52
37,2017-10-05,87
15,2018-01-09,105
95,2018-01-12,59
33,2018-01-14,70
82,2017-12-15,87
85,2017-11-05,89
89,2017-10-14,95
68,2017-12-18,47
82,2017-12-28,129
39,2017-10-14,101
99,2017-12-17,76
33,2017-11-18,104
66,2017-11-28,57
71,2017-09-19,84
65,2017-10-12,68
91,2017-12-28,63
82,2017-11-20,103
6,2017-11-23,24
53,2017-10-12,79
24,2018-01-02,92
67,2017-12-08,33
99,2017-12-16,62
56,2017-10-08,66
65,2017-10-08,48
33,2017-10-18,77
59,2017-12-07,71
56,2018-01-16,33
15,2017-12-10,122
75,2017-12-11,74
17,2017-10-13,83
5,2018-01-12,69
65,2017-11-03,59
74,2017-11-29,142
2,2017-11-05,65
96,2017-12-06,59
39,2017-11-03,73
85,2017-12-21,99
12,2017-12-10,87
26,2017-11-06,93
65,2017-10-06,57
60,2017-11-16,76
30,2017-10-29,53
5,2017-11-25,107
30,2017-10-13,74
72,2017-11-04,51
97,2017-10-04,114
16,2017-10-03,86
18,2018-01-11,71
67,2017-10-24,58
5,2017-10-05,126
79,2017-12-14,24
88,2017-12-25,86
41,2017-11-17,53
88,2017-09-17,99
72,2017-11-07,60
46,2017-12-03,94
68,2018-01-13,35
57,2017-10-14,172
14,2018-01-13,73
38,2017-10-06,96
44,2017-12-07,120
21,2017-10-10,98
20,2017-10-16,123
77,2017-10-09,46
16,2018-01-05,69
74,2017-12-08,151
95,2018-01-11,99
54,2017-10-13,146
35,2017-11-02,70
41,2018-01-14,40
15,2017-11-17,126
91,2017-10-24,138
79,2017-11-10,41
68,2017-12-31,40
6,2017-11-01,42
73,2017-09-20,72
74,2018-02-15,116
15,2018-02-18,67
2,2018-01-09,41
68,2017-11-15,39
19,2017-10-18,70
15,2017-12-19,106
93,2017-11-04,111
79,2017-12-27,34
15,2018-02-10,91
99,2017-11-05,74
63,2018-01-02,67
14,2017-12-20,63
95,2018-01-24,73
41,2017-12-13,70
79,2017-12-16,37
77,2017-11-22,46
63,2017-12-18,51
20,2017-12-08,112
47,2017-10-18,66
58,2017-10-15,76
59,2017-12-21,115
53,2017-11-13,79
13,2017-12-21,83
80,2017-10-24,89
58,2017-11-30,68
47,2017-11-15,59
98,2017-11-15,47
84,2017-10-07,105
25,2018-01-29,20
19,2018-01-14,60
74,2017-11-24,144
8,2018-02-05,69
99,2018-02-18,44
75,2017-11-03,63
34,2018-01-31,68
92,2018-01-31,27
49,2017-11-30,89
12,2017-09-29,109
88,2017-12-20,59
94,2017-12-27,58
93,2017-12-24,86
93,2017-09-28,155
52,2018-01-01,94
100,2018-02-01,49
87,2017-11-12,94
1,2017-10-18,108
2,2017-10-27,51
78,2017-09-30,60
25,2017-11-27,39
75,2017-10-28,84
73,2017-10-28,74
66,2017-12-06,48
93,2017-09-22,96
55,2018-01-10,45
52,2017-12-08,107
75,2018-01-01,53
57,2018-01-22,87
7,2017-12-12,99
1,2017-11-10,136
56,2017-11-07,64
2,2018-01-10,37
50,2018-01-07,59
18,2017-10-30,114
60,2018-01-10,33
60,2017-11-22,61
24,2018-02-03,76
11,2017-12-24,49
94,2017-12-01,59
14,2018-01-30,45
65,2017-12-03,34
98,2017-11-22,70
45,2017-10-25,103
74,2018-02-07,101
12,2017-12-03,90
12,2017-10-22,84
11,2017-12-27,51
88,2017-10-02,114
6,2018-01-15,15
8,2017-11-15,120
41,2017-11-14,69
88,2017-10-04,130
11,2018-01-11,52
34,2017-11-19,146
86,2018-01-21,84
74,2017-11-14,94
23,2018-02-08,33
44,2017-12-26,110
56,2018-01-27,34
96,2017-11-08,86
21,2017-12-09,110
45,2017-12-27,63
26,2018-01-13,84
78,2017-10-03,96
45,2017-10-03,86
100,2018-01-09,89
46,2017-10-14,122
26,2017-11-01,128
1,2017-12-07,69
100,2018-01-25,87
56,2017-12-09,47
72,2017-11-30,43
68,2017-11-07,68
2,2017-12-01,40
60,2017-11-08,49
91,2017-11-25,118
5,2017-12-24,98
85,2017-10-27,122
9,2017-10-25,77
19,2017-10-13,113
85,2018-01-17,60
20,2017-11-27,75
28,2017-12-27,40
76,2018-02-03,11
28,2017-12-14,28
37,2017-12-16,53
18,2017-10-27,121
72,2017-11-24,40
6,2017-12-30,25
1,2017-11-14,141
48,2017-10-02,95
3,2018-01-25,7
100,2017-11-22,79
55,2018-02-03,31
66,2018-01-03,69
56,2017-12-02,36
39,2018-01-08,58
79,2017-10-13,60
77,2018-01-09,40
1,2017-10-24,103
82,2017-12-10,108
80,2017-11-03,82
24,2017-12-10,64
37,2017-10-17,81
61,2018-02-21,35
24,2017-11-21,114
85,2017-11-06,68
40,2017-12-21,58
73,2017-11-19,66
17,2017-10-19,138
21,2017-10-17,78
71,2017-10-27,61
46,2018-01-03,87
80,2017-12-19,57
100,2017-11-14,134
49,2018-02-04,38
81,2017-10-08,77
22,2017-10-24,109
83,2017-12-04,77
25,2017-12-02,47
39,2017-12-21,60
68,2017-11-27,31
77,2017-12-19,42
49,2017-11-02,99
39,2017-12-31,35
77,2017-12-04,40
68,2017-12-17,41
31,2017-10-10,59
63,2017-11-11,53
12,2018-01-20,38
39,2017-12-02,61
71,2017-11-05,50
16,2017-10-30,71
82,2017-11-28,99
99,2017-12-19,64
19,2017-11-09,96
98,2018-02-14,18
39,2017-12-20,37
82,2017-11-09,88
78,2017-10-14,58
16,2017-09-09,137
9,2017-10-02,109
50,2017-10-17,125
77,2017-10-08,84
76,2017-12-15,20
13,2017-11-18,121
83,2017-09-29,118
62,2017-12-25,101
69,2017-09-27,105
5,2017-12-06,108
24,2017-12-12,116
63,2018-02-06,47
40,2018-02-08,25
13,2017-09-23,84
70,2017-10-01,87
8,2017-12-19,85
33,2018-01-05,61
90,2018-01-01,48
80,2018-01-11,57
55,2017-11-11,54
85,2018-02-03,52
76,2017-12-24,23
96,2018-01-08,42
89,2017-11-24,104
3,2017-12-16,32
48,2017-10-20,104
17,2017-11-14,92
84,2017-12-30,146
52,2018-02-13,123
89,2018-01-24,88
25,2017-11-03,42
62,2017-12-07,130
17,2017-09-21,113
63,2017-10-18,58
57,2018-01-08,152
10,2018-02-11,69
3,2017-11-29,22
36,2018-01-26,52
11,2017-10-13,87
45,2018-01-02,77
85,2017-11-12,118
99,2018-02-14,41
42,2017-11-24,37
35,2017-11-28,98
25,2018-02-04,11
76,2017-11-03,58
56,2017-12-12,46
49,2018-02-15,56
80,2017-10-28,93
25,2018-01-04,32
68,2017-12-01,55
86,2017-11-07,84
6,2018-01-09,22
2,2017-12-27,35
29,2017-12-21,46
50,2018-01-02,83
59,2018-01-20,78
51,2017-09-30,153
88,2017-10-24,130
12,2017-12-22,45
49,2018-02-06,55
98,2018-01-17,44
41,2018-01-25,65
48,2017-10-30,70
92,2017-11-22,81
43,2018-01-04,80
64,2018-01-08,16
88,2017-11-29,63
87,2017-12-28,61
26,2018-01-15,47
57,2017-10-15,152
69,2017-12-18,73
47,2017-10-17,51
45,2017-12-08,96
2,2017-11-12,55
95,2017-12-07,112
57,2017-12-16,136
33,2018-01-26,48
92,2018-01-22,46
64,2017-11-24,35
2,2017-12-18,49
8,2017-11-03,88
65,2017-12-26,27
85,2017-12-09,94
72,2017-11-05,50
3,2018-01-22,12
47,2018-02-10,10
72,2017-11-29,36
51,2017-11-14,136
29,2017-12-30,56
71,2017-09-29,48
4,2017-10-20,184
74,2017-10-27,175
53,2017-10-24,77
35,2017-10-17,84
89,2017-11-26,89
51,2018-01-15,74
100,2018-02-02,57
45,2017-11-06,82
88,2017-09-29,104
20,2018-01-08,56
70,2017-09-17,93
74,2017-11-22,131
52,2017-12-31,85
51,2017-12-01,146
88,2017-11-26,85
19,2017-11-05,104
39,2017-11-06,71
25,2017-11-11,63
5,2017-10-29,78
91,2017-10-19,110
11,2017-12-16,53
63,2018-01-18,65
65,2017-12-08,30
48,2017-10-26,85
36,2017-11-08,83
46,2017-11-16,120
49,2018-02-17,30
19,2018-01-02,54
2,2018-01-04,37
99,2018-02-12,66
42,2017-09-23,58
94,2017-09-15,121
30,2018-02-04,13
85,2017-11-20,77
34,2017-12-01,99
74,2018-01-01,128
95,2017-10-09,120
